,iso2,year,cases,sex,age
6184,CR,2001,53,m,25-34
6185,CR,2001,72,m,35-44
6186,CR,2001,50,m,45-54
6187,CR,2001,29,m,55-64
6188,CR,2002,6,f,0-14
6189,CR,2002,13,f,15-24
6190,CR,2002,24,f,25-34
6191,CR,2002,19,f,35-44
6192,CR,2002,14,f,45-54
6193,CR,2002,15,f,55-64
6194,CR,2002,3,m,0-14
6195,CR,2002,26,m,15-24
6196,CR,2002,45,m,25-34
6197,CR,2002,44,m,35-44
6198,CR,2002,43,m,45-54
6199,CR,2002,19,m,55-64
6200,CR,2003,4,f,0-14
6201,CR,2003,25,f,15-24
6202,CR,2003,24,f,25-34
6203,CR,2003,21,f,35-44
6204,CR,2003,30,f,45-54
6205,CR,2003,11,f,55-64
6206,CR,2003,3,m,0-14
6207,CR,2003,33,m,15-24
6208,CR,2003,47,m,25-34
6209,CR,2003,32,m,35-44
6210,CR,2003,39,m,45-54
6211,CR,2003,28,m,55-64
6212,CR,2004,5,f,0-14
6213,CR,2004,35,f,15-24
6214,CR,2004,29,f,25-34
6215,CR,2004,34,f,35-44
6216,CR,2004,11,f,45-54
6217,CR,2004,18,f,55-64
6218,CR,2004,1,m,0-14
6219,CR,2004,49,m,15-24
6220,CR,2004,62,m,25-34
6221,CR,2004,45,m,35-44
6222,CR,2004,36,m,45-54
6223,CR,2004,29,m,55-64
6224,CR,2005,1,f,0-14
6225,CR,2005,21,f,15-24
6226,CR,2005,31,f,25-34
6227,CR,2005,18,f,35-44
6228,CR,2005,16,f,45-54
6229,CR,2005,6,f,55-64
6230,CR,2005,1,m,0-14
6231,CR,2005,43,m,15-24
6232,CR,2005,38,m,25-34
6233,CR,2005,53,m,35-44
6234,CR,2005,34,m,45-54
6235,CR,2005,20,m,55-64
6236,CR,2006,4,f,0-14
6237,CR,2006,27,f,15-24
6238,CR,2006,24,f,25-34
6239,CR,2006,20,f,35-44
6240,CR,2006,15,f,45-54
6241,CR,2006,4,f,5-14
6242,CR,2006,8,f,55-64
6243,CR,2006,1,m,0-14
6244,CR,2006,27,m,15-24
6245,CR,2006,36,m,25-34
6246,CR,2006,29,m,35-44
6247,CR,2006,34,m,45-54
6248,CR,2006,1,m,5-14
6249,CR,2006,25,m,55-64
6250,CR,2007,3,f,0-14
6251,CR,2007,16,f,15-24
6252,CR,2007,24,f,25-34
6253,CR,2007,19,f,35-44
6254,CR,2007,16,f,45-54
6255,CR,2007,3,f,5-14
6256,CR,2007,16,f,55-64
6257,CR,2007,4,m,0-14
6258,CR,2007,44,m,15-24
6259,CR,2007,57,m,25-34
6260,CR,2007,28,m,35-44
6261,CR,2007,32,m,45-54
6262,CR,2007,2,m,5-14
6263,CR,2007,17,m,55-64
6264,CR,2008,2,f,0-14
6265,CR,2008,19,f,15-24
6266,CR,2008,31,f,25-34
6267,CR,2008,20,f,35-44
6268,CR,2008,14,f,45-54
6269,CR,2008,2,f,5-14
6270,CR,2008,6,f,55-64
6271,CR,2008,3,m,0-14
6272,CR,2008,24,m,15-24
6273,CR,2008,39,m,25-34
6274,CR,2008,31,m,35-44
6275,CR,2008,38,m,45-54
6276,CR,2008,3,m,5-14
6277,CR,2008,17,m,55-64
6278,CU,1995,1,f,0-14
6279,CU,1995,17,f,15-24
6280,CU,1995,52,f,25-34
6281,CU,1995,29,f,35-44
6282,CU,1995,39,f,45-54
6283,CU,1995,48,f,55-64
6284,CU,1995,2,m,0-14
6285,CU,1995,59,m,15-24
6286,CU,1995,118,m,25-34
6287,CU,1995,83,m,35-44
6288,CU,1995,75,m,45-54
6289,CU,1995,75,m,55-64
6290,CU,1996,1,f,0-14
6291,CU,1996,29,f,15-24
6292,CU,1996,44,f,25-34
6293,CU,1996,20,f,35-44
6294,CU,1996,45,f,45-54
6295,CU,1996,42,f,55-64
6296,CU,1996,0,m,0-14
6297,CU,1996,54,m,15-24
6298,CU,1996,136,m,25-34
6299,CU,1996,86,m,35-44
6300,CU,1996,93,m,45-54
6301,CU,1996,84,m,55-64
6302,CU,1997,2,f,0-14
6303,CU,1997,16,f,15-24
6304,CU,1997,49,f,25-34
6305,CU,1997,33,f,35-44
6306,CU,1997,32,f,45-54
6307,CU,1997,28,f,55-64
6308,CU,1997,0,m,0-14
6309,CU,1997,69,m,15-24
6310,CU,1997,151,m,25-34
6311,CU,1997,83,m,35-44
6312,CU,1997,63,m,45-54
6313,CU,1997,77,m,55-64
6314,CU,1998,1,f,0-14
6315,CU,1998,17,f,15-24
6316,CU,1998,48,f,25-34
6317,CU,1998,23,f,35-44
6318,CU,1998,30,f,45-54
6319,CU,1998,31,f,55-64
6320,CU,1998,0,m,0-14
6321,CU,1998,60,m,15-24
6322,CU,1998,140,m,25-34
6323,CU,1998,109,m,35-44
6324,CU,1998,75,m,45-54
6325,CU,1998,53,m,55-64
6326,CU,1999,2,f,0-14
6327,CU,1999,15,f,15-24
6328,CU,1999,37,f,25-34
6329,CU,1999,27,f,35-44
6330,CU,1999,20,f,45-54
6331,CU,1999,28,f,55-64
6332,CU,1999,1,m,0-14
6333,CU,1999,55,m,15-24
6334,CU,1999,163,m,25-34
6335,CU,1999,97,m,35-44
6336,CU,1999,68,m,45-54
6337,CU,1999,72,m,55-64
6338,CU,2000,2,f,0-14
6339,CU,2000,9,f,15-24
6340,CU,2000,22,f,25-34
6341,CU,2000,26,f,35-44
6342,CU,2000,22,f,45-54
6343,CU,2000,23,f,55-64
6344,CU,2000,0,m,0-14
6345,CU,2000,71,m,15-24
6346,CU,2000,167,m,25-34
6347,CU,2000,90,m,35-44
6348,CU,2000,74,m,45-54
6349,CU,2000,55,m,55-64
6350,CU,2001,1,f,0-14
6351,CU,2001,24,f,15-24
6352,CU,2001,17,f,25-34
6353,CU,2001,22,f,35-44
6354,CU,2001,17,f,45-54
6355,CU,2001,20,f,55-64
6356,CU,2001,0,m,0-14
6357,CU,2001,36,m,15-24
6358,CU,2001,136,m,25-34
6359,CU,2001,87,m,35-44
6360,CU,2001,39,m,45-54
6361,CU,2001,54,m,55-64
6362,CU,2002,3,f,0-14
6363,CU,2002,15,f,15-24
6364,CU,2002,28,f,25-34
6365,CU,2002,22,f,35-44
6366,CU,2002,21,f,45-54
6367,CU,2002,20,f,55-64
6368,CU,2002,0,m,0-14
6369,CU,2002,21,m,15-24
6370,CU,2002,104,m,25-34
6371,CU,2002,83,m,35-44
6372,CU,2002,67,m,45-54
6373,CU,2002,45,m,55-64
6374,CU,2003,0,f,0-14
6375,CU,2003,11,f,15-24
6376,CU,2003,14,f,25-34
6377,CU,2003,20,f,35-44
6378,CU,2003,23,f,45-54
6379,CU,2003,13,f,55-64
6380,CU,2003,2,m,0-14
6381,CU,2003,23,m,15-24
6382,CU,2003,90,m,25-34
6383,CU,2003,91,m,35-44
6384,CU,2003,62,m,45-54
6385,CU,2003,51,m,55-64
6386,CU,2004,0,f,0-14
6387,CU,2004,16,f,15-24
6388,CU,2004,20,f,25-34
6389,CU,2004,15,f,35-44
6390,CU,2004,16,f,45-54
6391,CU,2004,20,f,55-64
6392,CU,2004,0,m,0-14
6393,CU,2004,17,m,15-24
6394,CU,2004,68,m,25-34
6395,CU,2004,95,m,35-44
6396,CU,2004,63,m,45-54
6397,CU,2004,45,m,55-64
6398,CU,2005,2,f,0-14
6399,CU,2005,14,f,15-24
6400,CU,2005,17,f,25-34
6401,CU,2005,26,f,35-44
6402,CU,2005,13,f,45-54
6403,CU,2005,22,f,55-64
6404,CU,2005,2,m,0-14
6405,CU,2005,20,m,15-24
6406,CU,2005,73,m,25-34
6407,CU,2005,90,m,35-44
6408,CU,2005,50,m,45-54
6409,CU,2005,58,m,55-64
6410,CU,2006,8,f,15-24
6411,CU,2006,18,f,25-34
6412,CU,2006,22,f,35-44
6413,CU,2006,12,f,45-54
6414,CU,2006,14,f,55-64
6415,CU,2006,22,m,15-24
6416,CU,2006,73,m,25-34
6417,CU,2006,93,m,35-44
6418,CU,2006,50,m,45-54
6419,CU,2006,47,m,55-64
6420,CU,2008,3,f,0-14
6421,CU,2008,11,f,15-24
6422,CU,2008,14,f,25-34
6423,CU,2008,22,f,35-44
6424,CU,2008,18,f,45-54
6425,CU,2008,2,f,5-14
6426,CU,2008,11,f,55-64
6427,CU,2008,2,m,0-14
6428,CU,2008,30,m,15-24
6429,CU,2008,66,m,25-34
6430,CU,2008,108,m,35-44
6431,CU,2008,67,m,45-54
6432,CU,2008,2,m,5-14
6433,CU,2008,59,m,55-64
6434,CV,1997,2,f,0-14
6435,CV,1997,10,f,15-24
6436,CV,1997,10,f,25-34
6437,CV,1997,8,f,35-44
6438,CV,1997,3,f,45-54
6439,CV,1997,10,f,55-64
6440,CV,1997,0,m,0-14
6441,CV,1997,11,m,15-24
6442,CV,1997,16,m,25-34
6443,CV,1997,19,m,35-44
6444,CV,1997,4,m,45-54
6445,CV,1997,10,m,55-64
6446,CV,1998,2,f,0-14
6447,CV,1998,12,f,15-24
6448,CV,1998,4,f,25-34
6449,CV,1998,5,f,35-44
6450,CV,1998,3,f,45-54
6451,CV,1998,5,f,55-64
6452,CV,1998,2,m,0-14
6453,CV,1998,9,m,15-24
6454,CV,1998,14,m,25-34
6455,CV,1998,14,m,35-44
6456,CV,1998,6,m,45-54
6457,CV,1998,6,m,55-64
6458,CV,2001,2,f,0-14
6459,CV,2001,7,f,15-24
6460,CV,2001,9,f,25-34
6461,CV,2001,7,f,35-44
6462,CV,2001,1,f,45-54
6463,CV,2001,2,f,55-64
6464,CV,2001,0,m,0-14
6465,CV,2001,5,m,15-24
6466,CV,2001,15,m,25-34
6467,CV,2001,6,m,35-44
6468,CV,2001,5,m,45-54
6469,CV,2001,5,m,55-64
6470,CV,2002,2,f,0-14
6471,CV,2002,11,f,15-24
6472,CV,2002,11,f,25-34
6473,CV,2002,12,f,35-44
6474,CV,2002,3,f,45-54
6475,CV,2002,4,f,55-64
6476,CV,2002,3,m,0-14
6477,CV,2002,9,m,15-24
6478,CV,2002,29,m,25-34
6479,CV,2002,20,m,35-44
6480,CV,2002,14,m,45-54
6481,CV,2002,1,m,55-64
6482,CV,2003,1,f,0-14
6483,CV,2003,6,f,15-24
6484,CV,2003,7,f,25-34
6485,CV,2003,13,f,35-44
6486,CV,2003,7,f,45-54
6487,CV,2003,4,f,55-64
6488,CV,2003,3,m,0-14
6489,CV,2003,12,m,15-24
6490,CV,2003,32,m,25-34
6491,CV,2003,32,m,35-44
6492,CV,2003,9,m,45-54
6493,CV,2003,7,m,55-64
6494,CV,2004,2,f,0-14
6495,CV,2004,17,f,15-24
6496,CV,2004,34,f,25-34
6497,CV,2004,11,f,35-44
6498,CV,2004,7,f,45-54
6499,CV,2004,6,f,55-64
6500,CV,2004,1,m,0-14
6501,CV,2004,8,m,15-24
6502,CV,2004,33,m,25-34
6503,CV,2004,17,m,35-44
6504,CV,2004,20,m,45-54
6505,CV,2004,2,m,55-64
6506,CV,2005,2,f,0-14
6507,CV,2005,9,f,15-24
6508,CV,2005,16,f,25-34
6509,CV,2005,4,f,35-44
6510,CV,2005,5,f,45-54
6511,CV,2005,3,f,55-64
6512,CV,2005,0,m,0-14
6513,CV,2005,22,m,15-24
6514,CV,2005,23,m,25-34
6515,CV,2005,26,m,35-44
6516,CV,2005,9,m,45-54
6517,CV,2005,2,m,55-64
6518,CV,2006,2,f,0-14
6519,CV,2006,14,f,15-24
6520,CV,2006,16,f,25-34
6521,CV,2006,5,f,35-44
6522,CV,2006,6,f,45-54
6523,CV,2006,2,f,5-14
6524,CV,2006,4,f,55-64
6525,CV,2006,2,m,0-14
6526,CV,2006,15,m,15-24
6527,CV,2006,22,m,25-34
6528,CV,2006,18,m,35-44
6529,CV,2006,8,m,45-54
6530,CV,2006,2,m,5-14
6531,CV,2006,6,m,55-64
6532,CV,2007,0,f,0-14
6533,CV,2007,18,f,15-24
6534,CV,2007,17,f,25-34
6535,CV,2007,5,f,35-44
6536,CV,2007,1,f,45-54
6537,CV,2007,3,f,55-64
6538,CV,2007,0,m,0-14
6539,CV,2007,24,m,15-24
6540,CV,2007,30,m,25-34
6541,CV,2007,26,m,35-44
6542,CV,2007,18,m,45-54
6543,CV,2007,4,m,55-64
6544,CV,2008,6,f,0-14
6545,CV,2008,18,f,15-24
6546,CV,2008,21,f,25-34
6547,CV,2008,11,f,35-44
6548,CV,2008,3,f,45-54
6549,CV,2008,5,f,55-64
6550,CV,2008,0,m,0-14
6551,CV,2008,23,m,15-24
6552,CV,2008,33,m,25-34
6553,CV,2008,29,m,35-44
6554,CV,2008,27,m,45-54
6555,CV,2008,0,m,5-14
6556,CV,2008,12,m,55-64
6557,CY,1995,0,f,0-14
6558,CY,1995,1,f,15-24
6559,CY,1995,1,f,25-34
6560,CY,1995,1,f,35-44
6561,CY,1995,2,f,45-54
6562,CY,1995,0,f,55-64
6563,CY,1995,0,m,0-14
6564,CY,1995,1,m,15-24
6565,CY,1995,1,m,25-34
6566,CY,1995,0,m,35-44
6567,CY,1995,1,m,45-54
6568,CY,1995,1,m,55-64
6569,CY,1996,0,f,0-14
6570,CY,1996,2,f,15-24
6571,CY,1996,0,f,25-34
6572,CY,1996,0,f,35-44
6573,CY,1996,0,f,45-54
6574,CY,1996,0,f,55-64
6575,CY,1996,0,m,0-14
6576,CY,1996,0,m,15-24
6577,CY,1996,0,m,25-34
6578,CY,1996,0,m,35-44
6579,CY,1996,0,m,45-54
6580,CY,1996,1,m,55-64
6581,CY,1998,0,f,0-14
6582,CY,1998,1,f,15-24
6583,CY,1998,3,f,25-34
6584,CY,1998,0,f,35-44
6585,CY,1998,0,f,45-54
6586,CY,1998,0,f,55-64
6587,CY,1998,0,m,0-14
6588,CY,1998,0,m,15-24
6589,CY,1998,1,m,25-34
6590,CY,1998,0,m,35-44
6591,CY,1998,0,m,45-54
6592,CY,1998,0,m,55-64
6593,CY,1999,4,f,0-14
6594,CY,1999,1,f,15-24
6595,CY,1999,2,f,25-34
6596,CY,1999,3,f,35-44
6597,CY,1999,1,f,45-54
6598,CY,1999,2,f,55-64
6599,CY,1999,5,m,0-14
6600,CY,1999,1,m,15-24
6601,CY,1999,6,m,25-34
6602,CY,1999,2,m,35-44
6603,CY,1999,2,m,45-54
6604,CY,1999,10,m,55-64
6605,CY,2002,0,f,0-14
6606,CY,2002,1,f,15-24
6607,CY,2002,0,f,25-34
6608,CY,2002,0,f,35-44
6609,CY,2002,0,f,45-54
6610,CY,2002,0,f,55-64
6611,CY,2002,0,m,0-14
6612,CY,2002,2,m,15-24
6613,CY,2002,1,m,25-34
6614,CY,2002,1,m,35-44
6615,CY,2002,1,m,45-54
6616,CY,2002,0,m,55-64
6617,CY,2003,0,f,0-14
6618,CY,2003,0,f,15-24
6619,CY,2003,2,f,25-34
6620,CY,2003,2,f,35-44
6621,CY,2003,1,f,45-54
6622,CY,2003,0,f,55-64
6623,CY,2003,0,m,0-14
6624,CY,2003,1,m,15-24
6625,CY,2003,4,m,25-34
6626,CY,2003,3,m,35-44
6627,CY,2003,0,m,45-54
6628,CY,2003,0,m,55-64
6629,CY,2004,0,f,0-14
6630,CY,2004,1,f,15-24
6631,CY,2004,0,f,25-34
6632,CY,2004,0,f,35-44
6633,CY,2004,0,f,45-54
6634,CY,2004,0,f,55-64
6635,CY,2004,0,m,0-14
6636,CY,2004,3,m,15-24
6637,CY,2004,3,m,25-34
6638,CY,2004,0,m,35-44
6639,CY,2004,1,m,45-54
6640,CY,2004,1,m,55-64
6641,CY,2005,0,f,0-14
6642,CY,2005,1,f,15-24
6643,CY,2005,0,f,25-34
6644,CY,2005,0,f,35-44
6645,CY,2005,0,f,45-54
6646,CY,2005,0,f,5-14
6647,CY,2005,0,f,55-64
6648,CY,2005,0,m,0-14
6649,CY,2005,3,m,15-24
6650,CY,2005,1,m,25-34
6651,CY,2005,1,m,35-44
6652,CY,2005,1,m,45-54
6653,CY,2005,0,m,5-14
6654,CY,2005,0,m,55-64
6655,CY,2006,0,f,0-14
6656,CY,2006,2,f,15-24
6657,CY,2006,3,f,25-34
6658,CY,2006,0,f,35-44
6659,CY,2006,0,f,45-54
6660,CY,2006,0,f,5-14
6661,CY,2006,0,f,55-64
6662,CY,2006,0,m,0-14
6663,CY,2006,0,m,15-24
6664,CY,2006,1,m,25-34
6665,CY,2006,1,m,35-44
6666,CY,2006,0,m,45-54
6667,CY,2006,0,m,5-14
6668,CY,2006,1,m,55-64
6669,CY,2007,0,f,0-14
6670,CY,2007,1,f,15-24
6671,CY,2007,3,f,25-34
6672,CY,2007,1,f,35-44
6673,CY,2007,0,f,45-54
6674,CY,2007,0,f,5-14
6675,CY,2007,0,f,55-64
6676,CY,2007,0,m,0-14
6677,CY,2007,2,m,15-24
6678,CY,2007,1,m,25-34
6679,CY,2007,0,m,35-44
6680,CY,2007,0,m,45-54
6681,CY,2007,0,m,5-14
6682,CY,2007,0,m,55-64
6683,CY,2008,0,f,0-14
6684,CY,2008,1,f,15-24
6685,CY,2008,2,f,25-34
6686,CY,2008,1,f,35-44
6687,CY,2008,0,f,45-54
6688,CY,2008,0,f,5-14
6689,CY,2008,0,f,55-64
6690,CY,2008,0,m,0-14
6691,CY,2008,1,m,15-24
6692,CY,2008,0,m,25-34
6693,CY,2008,0,m,35-44
6694,CY,2008,1,m,45-54
6695,CY,2008,0,m,5-14
6696,CY,2008,0,m,55-64
6697,CZ,1995,0,f,0-14
6698,CZ,1995,9,f,15-24
6699,CZ,1995,11,f,25-34
6700,CZ,1995,20,f,35-44
6701,CZ,1995,13,f,45-54
6702,CZ,1995,19,f,55-64
6703,CZ,1995,2,m,0-14
6704,CZ,1995,10,m,15-24
6705,CZ,1995,22,m,25-34
6706,CZ,1995,83,m,35-44
6707,CZ,1995,88,m,45-54
6708,CZ,1995,53,m,55-64
6709,CZ,1996,1,f,0-14
6710,CZ,1996,10,f,15-24
6711,CZ,1996,17,f,25-34
6712,CZ,1996,11,f,35-44
6713,CZ,1996,21,f,45-54
6714,CZ,1996,20,f,55-64
6715,CZ,1996,1,m,0-14
6716,CZ,1996,10,m,15-24
6717,CZ,1996,40,m,25-34
6718,CZ,1996,77,m,35-44
6719,CZ,1996,121,m,45-54
6720,CZ,1996,66,m,55-64
6721,CZ,1997,0,f,0-14
6722,CZ,1997,12,f,15-24
6723,CZ,1997,8,f,25-34
6724,CZ,1997,12,f,35-44
6725,CZ,1997,17,f,45-54
6726,CZ,1997,18,f,55-64
6727,CZ,1997,0,m,0-14
6728,CZ,1997,5,m,15-24
6729,CZ,1997,25,m,25-34
6730,CZ,1997,71,m,35-44
6731,CZ,1997,94,m,45-54
6732,CZ,1997,64,m,55-64
6733,CZ,1998,1,f,0-14
6734,CZ,1998,6,f,15-24
6735,CZ,1998,17,f,25-34
6736,CZ,1998,12,f,35-44
6737,CZ,1998,18,f,45-54
6738,CZ,1998,11,f,55-64
6739,CZ,1998,0,m,0-14
6740,CZ,1998,7,m,15-24
6741,CZ,1998,37,m,25-34
6742,CZ,1998,88,m,35-44
6743,CZ,1998,104,m,45-54
6744,CZ,1998,67,m,55-64
6745,CZ,1999,1,f,0-14
6746,CZ,1999,5,f,15-24
6747,CZ,1999,14,f,25-34
6748,CZ,1999,18,f,35-44
6749,CZ,1999,15,f,45-54
6750,CZ,1999,3,f,55-64
6751,CZ,1999,2,m,0-14
6752,CZ,1999,13,m,15-24
6753,CZ,1999,27,m,25-34
6754,CZ,1999,62,m,35-44
6755,CZ,1999,98,m,45-54
6756,CZ,1999,45,m,55-64
6757,CZ,2000,0,f,0-14
6758,CZ,2000,15,f,15-24
6759,CZ,2000,13,f,25-34
6760,CZ,2000,9,f,35-44
6761,CZ,2000,10,f,45-54
6762,CZ,2000,7,f,55-64
6763,CZ,2000,0,m,0-14
6764,CZ,2000,7,m,15-24
6765,CZ,2000,31,m,25-34
6766,CZ,2000,52,m,35-44
6767,CZ,2000,89,m,45-54
6768,CZ,2000,61,m,55-64
6769,CZ,2001,0,f,0-14
6770,CZ,2001,10,f,15-24
6771,CZ,2001,17,f,25-34
6772,CZ,2001,8,f,35-44
6773,CZ,2001,11,f,45-54
6774,CZ,2001,9,f,55-64
6775,CZ,2001,0,m,0-14
6776,CZ,2001,18,m,15-24
6777,CZ,2001,39,m,25-34
6778,CZ,2001,47,m,35-44
6779,CZ,2001,85,m,45-54
6780,CZ,2001,43,m,55-64
6781,CZ,2002,0,f,0-14
6782,CZ,2002,6,f,15-24
6783,CZ,2002,10,f,25-34
6784,CZ,2002,8,f,35-44
6785,CZ,2002,8,f,45-54
6786,CZ,2002,6,f,55-64
6787,CZ,2002,0,m,0-14
6788,CZ,2002,14,m,15-24
6789,CZ,2002,28,m,25-34
6790,CZ,2002,39,m,35-44
6791,CZ,2002,89,m,45-54
6792,CZ,2002,38,m,55-64
6793,CZ,2003,0,f,0-14
6794,CZ,2003,9,f,15-24
6795,CZ,2003,15,f,25-34
6796,CZ,2003,15,f,35-44
6797,CZ,2003,12,f,45-54
6798,CZ,2003,7,f,55-64
6799,CZ,2003,0,m,0-14
6800,CZ,2003,11,m,15-24
6801,CZ,2003,28,m,25-34
6802,CZ,2003,42,m,35-44
6803,CZ,2003,67,m,45-54
6804,CZ,2003,48,m,55-64
6805,CZ,2004,0,f,0-14
6806,CZ,2004,11,f,15-24
6807,CZ,2004,17,f,25-34
6808,CZ,2004,9,f,35-44
6809,CZ,2004,13,f,45-54
6810,CZ,2004,13,f,55-64
6811,CZ,2004,0,m,0-14
6812,CZ,2004,10,m,15-24
6813,CZ,2004,28,m,25-34
6814,CZ,2004,36,m,35-44
6815,CZ,2004,71,m,45-54
6816,CZ,2004,30,m,55-64
6817,CZ,2005,0,f,0-14
6818,CZ,2005,3,f,15-24
6819,CZ,2005,14,f,25-34
6820,CZ,2005,16,f,35-44
6821,CZ,2005,7,f,45-54
6822,CZ,2005,0,f,5-14
6823,CZ,2005,5,f,55-64
6824,CZ,2005,0,m,0-14
6825,CZ,2005,8,m,15-24
6826,CZ,2005,24,m,25-34
6827,CZ,2005,57,m,35-44
6828,CZ,2005,55,m,45-54
6829,CZ,2005,0,m,5-14
6830,CZ,2005,45,m,55-64
6831,CZ,2006,0,f,0-14
6832,CZ,2006,4,f,15-24
6833,CZ,2006,12,f,25-34
6834,CZ,2006,12,f,35-44
6835,CZ,2006,10,f,45-54
6836,CZ,2006,0,f,5-14
6837,CZ,2006,6,f,55-64
6838,CZ,2006,0,m,0-14
6839,CZ,2006,6,m,15-24
6840,CZ,2006,19,m,25-34
6841,CZ,2006,39,m,35-44
6842,CZ,2006,56,m,45-54
6843,CZ,2006,0,m,5-14
6844,CZ,2006,38,m,55-64
6845,CZ,2007,0,f,0-14
6846,CZ,2007,6,f,15-24
6847,CZ,2007,8,f,25-34
6848,CZ,2007,5,f,35-44
6849,CZ,2007,9,f,45-54
6850,CZ,2007,0,f,5-14
6851,CZ,2007,5,f,55-64
6852,CZ,2007,0,m,0-14
6853,CZ,2007,14,m,15-24
6854,CZ,2007,26,m,25-34
6855,CZ,2007,35,m,35-44
6856,CZ,2007,63,m,45-54
6857,CZ,2007,0,m,5-14
6858,CZ,2007,39,m,55-64
6859,CZ,2008,0,f,0-14
6860,CZ,2008,4,f,15-24
6861,CZ,2008,14,f,25-34
6862,CZ,2008,8,f,35-44
6863,CZ,2008,5,f,45-54
6864,CZ,2008,0,f,5-14
6865,CZ,2008,10,f,55-64
6866,CZ,2008,0,m,0-14
6867,CZ,2008,7,m,15-24
6868,CZ,2008,29,m,25-34
6869,CZ,2008,39,m,35-44
6870,CZ,2008,44,m,45-54
6871,CZ,2008,0,m,5-14
6872,CZ,2008,36,m,55-64
6873,DE,1995,17,f,0-14
6874,DE,1995,115,f,15-24
6875,DE,1995,251,f,25-34
6876,DE,1995,167,f,35-44
6877,DE,1995,89,f,45-54
6878,DE,1995,104,f,55-64
6879,DE,1995,14,m,0-14
6880,DE,1995,179,m,15-24
6881,DE,1995,453,m,25-34
6882,DE,1995,539,m,35-44
6883,DE,1995,460,m,45-54
6884,DE,1995,442,m,55-64
6885,DE,1996,19,f,0-14
6886,DE,1996,150,f,15-24
6887,DE,1996,214,f,25-34
6888,DE,1996,180,f,35-44
6889,DE,1996,97,f,45-54
6890,DE,1996,108,f,55-64
6891,DE,1996,20,m,0-14
6892,DE,1996,181,m,15-24
6893,DE,1996,377,m,25-34
6894,DE,1996,520,m,35-44
6895,DE,1996,413,m,45-54
6896,DE,1996,405,m,55-64
6897,DE,1997,16,f,0-14
6898,DE,1997,109,f,15-24
6899,DE,1997,204,f,25-34
6900,DE,1997,154,f,35-44
6901,DE,1997,93,f,45-54
6902,DE,1997,99,f,55-64
6903,DE,1997,11,m,0-14
6904,DE,1997,166,m,15-24
6905,DE,1997,375,m,25-34
6906,DE,1997,459,m,35-44
6907,DE,1997,384,m,45-54
6908,DE,1997,424,m,55-64
6909,DE,1998,11,f,0-14
6910,DE,1998,121,f,15-24
6911,DE,1998,166,f,25-34
6912,DE,1998,141,f,35-44
6913,DE,1998,93,f,45-54
6914,DE,1998,80,f,55-64
6915,DE,1998,9,m,0-14
6916,DE,1998,179,m,15-24
6917,DE,1998,333,m,25-34
6918,DE,1998,448,m,35-44
6919,DE,1998,358,m,45-54
6920,DE,1998,349,m,55-64
6921,DE,1999,15,f,0-14
6922,DE,1999,118,f,15-24
6923,DE,1999,177,f,25-34
6924,DE,1999,98,f,35-44
6925,DE,1999,85,f,45-54
6926,DE,1999,99,f,55-64
6927,DE,1999,13,m,0-14
6928,DE,1999,145,m,15-24
6929,DE,1999,308,m,25-34
6930,DE,1999,419,m,35-44
6931,DE,1999,362,m,45-54
6932,DE,1999,335,m,55-64
6933,DE,2001,1,f,0-14
6934,DE,2001,36,f,15-24
6935,DE,2001,59,f,25-34
6936,DE,2001,48,f,35-44
6937,DE,2001,42,f,45-54
6938,DE,2001,26,f,55-64
6939,DE,2001,3,m,0-14
6940,DE,2001,3,m,15-24
6941,DE,2001,89,m,25-34
6942,DE,2001,136,m,35-44
6943,DE,2001,106,m,45-54
6944,DE,2001,94,m,55-64
6945,DE,2002,1,f,0-14
6946,DE,2002,32,f,15-24
6947,DE,2002,61,f,25-34
6948,DE,2002,50,f,35-44
6949,DE,2002,14,f,45-54
6950,DE,2002,16,f,55-64
6951,DE,2002,3,m,0-14
6952,DE,2002,34,m,15-24
6953,DE,2002,75,m,25-34
6954,DE,2002,102,m,35-44
6955,DE,2002,88,m,45-54
6956,DE,2002,81,m,55-64
6957,DE,2003,10,f,0-14
6958,DE,2003,61,f,15-24
6959,DE,2003,96,f,25-34
6960,DE,2003,86,f,35-44
6961,DE,2003,43,f,45-54
6962,DE,2003,22,f,55-64
6963,DE,2003,2,m,0-14
6964,DE,2003,68,m,15-24
6965,DE,2003,107,m,25-34
6966,DE,2003,177,m,35-44
6967,DE,2003,163,m,45-54
6968,DE,2003,103,m,55-64
6969,DE,2004,6,f,0-14
6970,DE,2004,75,f,15-24
6971,DE,2004,110,f,25-34
6972,DE,2004,97,f,35-44
6973,DE,2004,42,f,45-54
6974,DE,2004,32,f,55-64
6975,DE,2004,5,m,0-14
6976,DE,2004,63,m,15-24
6977,DE,2004,130,m,25-34
6978,DE,2004,182,m,35-44
6979,DE,2004,161,m,45-54
6980,DE,2004,110,m,55-64
6981,DE,2005,4,f,0-14
6982,DE,2005,51,f,15-24
6983,DE,2005,104,f,25-34
6984,DE,2005,73,f,35-44
6985,DE,2005,43,f,45-54
6986,DE,2005,1,f,5-14
6987,DE,2005,37,f,55-64
6988,DE,2005,6,m,0-14
6989,DE,2005,59,m,15-24
6990,DE,2005,113,m,25-34
6991,DE,2005,171,m,35-44
6992,DE,2005,167,m,45-54
6993,DE,2005,4,m,5-14
6994,DE,2005,92,m,55-64
6995,DE,2006,7,f,0-14
